Date,Type,residence,Positive,Negative,Total_Tests,Positive_Rate,Year,Month,Weekday
2021-03-05,Faculty/Staff,Non-Residential,4,100,104,3.85,2021,3,Friday
2021-03-05,Students,Students - Non-Residential,6,619,625,0.96,2021,3,Friday
2021-03-05,Students,Students - Residential,0,283,283,0.0,2021,3,Friday
2021-03-06,Faculty/Staff,Non-Residential,0,13,13,0.0,2021,3,Saturday
2021-03-06,Students,Students - Non-Residential,1,32,33,3.03,2021,3,Saturday
2021-03-06,Students,Students - Residential,0,13,13,0.0,2021,3,Saturday
2021-03-07,Faculty/Staff,Non-Residential,0,17,17,0.0,2021,3,Sunday
2021-03-07,Students,Students - Non-Residential,1,73,74,1.35,2021,3,Sunday
2021-03-07,Students,Students - Residential,0,15,15,0.0,2021,3,Sunday
2021-03-08,Faculty/Staff,Non-Residential,3,150,153,1.96,2021,3,Monday
2021-03-08,Students,Students - Non-Residential,8,1208,1216,0.66,2021,3,Monday
2021-03-08,Students,Students - Residential,1,612,613,0.16,2021,3,Monday
2021-03-09,Faculty/Staff,Non-Residential,2,94,96,2.08,2021,3,Tuesday
2021-03-09,Students,Students - Non-Residential,6,973,979,0.61,2021,3,Tuesday
2021-03-09,Students,Students - Residential,5,508,513,0.97,2021,3,Tuesday
2021-03-10,Faculty/Staff,Non-Residential,1,140,141,0.71,2021,3,Wednesday
2021-03-10,Students,Students - Non-Residential,8,1036,1044,0.77,2021,3,Wednesday
2021-03-10,Students,Students - Residential,5,407,412,1.21,2021,3,Wednesday
2021-03-11,Faculty/Staff,Non-Residential,0,75,75,0.0,2021,3,Thursday
2021-03-11,Students,Students - Non-Residential,6,670,676,0.89,2021,3,Thursday
2021-03-11,Students,Students - Residential,0,398,398,0.0,2021,3,Thursday
2021-03-12,Faculty/Staff,Non-Residential,0,103,103,0.0,2021,3,Friday
2021-03-12,Students,Students - Non-Residential,4,545,549,0.73,2021,3,Friday
2021-03-12,Students,Students - Residential,0,220,220,0.0,2021,3,Friday
2021-03-13,Faculty/Staff,Non-Residential,0,13,13,0.0,2021,3,Saturday
2021-03-13,Students,Students - Non-Residential,1,39,40,2.5,2021,3,Saturday
2021-03-13,Students,Students - Residential,0,13,13,0.0,2021,3,Saturday
2021-03-14,Faculty/Staff,Non-Residential,0,21,21,0.0,2021,3,Sunday
2021-03-14,Students,Students - Non-Residential,0,43,43,0.0,2021,3,Sunday
2021-03-14,Students,Students - Residential,0,21,21,0.0,2021,3,Sunday
2021-03-15,Faculty/Staff,Non-Residential,2,128,130,1.54,2021,3,Monday
2021-03-15,Students,Students - Non-Residential,6,1185,1191,0.5,2021,3,Monday
2021-03-15,Students,Students - Residential,3,582,585,0.51,2021,3,Monday
2021-03-16,Faculty/Staff,Non-Residential,1,115,116,0.86,2021,3,Tuesday
2021-03-16,Students,Students - Non-Residential,5,1023,1028,0.49,2021,3,Tuesday
2021-03-16,Students,Students - Residential,7,482,489,1.43,2021,3,Tuesday
2021-03-17,Faculty/Staff,Non-Residential,0,134,134,0.0,2021,3,Wednesday
2021-03-17,Students,Students - Non-Residential,2,935,937,0.21,2021,3,Wednesday
2021-03-17,Students,Students - Residential,2,385,387,0.52,2021,3,Wednesday
2021-03-18,Faculty/Staff,Non-Residential,3,75,78,3.85,2021,3,Thursday
2021-03-18,Students,Students - Non-Residential,4,605,609,0.66,2021,3,Thursday
2021-03-18,Students,Students - Residential,3,398,401,0.75,2021,3,Thursday
2021-03-19,Faculty/Staff,Non-Residential,1,58,59,1.69,2021,3,Friday
2021-03-19,Students,Students - Non-Residential,4,443,447,0.89,2021,3,Friday
2021-03-19,Students,Students - Residential,0,202,202,0.0,2021,3,Friday
2021-03-20,Faculty/Staff,Non-Residential,0,36,36,0.0,2021,3,Saturday
2021-03-20,Students,Students - Non-Residential,5,83,88,5.68,2021,3,Saturday
2021-03-20,Students,Students - Residential,1,49,50,2.0,2021,3,Saturday
2021-03-21,Faculty/Staff,Non-Residential,0,17,17,0.0,2021,3,Sunday
2021-03-21,Students,Students - Non-Residential,2,70,72,2.78,2021,3,Sunday
2021-03-21,Students,Students - Residential,0,22,22,0.0,2021,3,Sunday
2021-03-22,Faculty/Staff,Non-Residential,1,113,114,0.88,2021,3,Monday
2021-03-22,Students,Students - Non-Residential,10,1127,1137,0.88,2021,3,Monday
2021-03-22,Students,Students - Residential,5,587,592,0.84,2021,3,Monday
2021-03-23,Faculty/Staff,Non-Residential,3,95,98,3.06,2021,3,Tuesday
2021-03-23,Students,Students - Non-Residential,12,1038,1050,1.14,2021,3,Tuesday
2021-03-23,Students,Students - Residential,13,587,600,2.17,2021,3,Tuesday
2021-03-24,Faculty/Staff,Non-Residential,2,147,149,1.34,2021,3,Wednesday
2021-03-24,Students,Students - Non-Residential,10,965,975,1.03,2021,3,Wednesday
2021-03-24,Students,Students - Residential,12,362,374,3.21,2021,3,Wednesday
2021-03-25,Faculty/Staff,Non-Residential,2,61,63,3.17,2021,3,Thursday
2021-03-25,Students,Students - Non-Residential,10,625,635,1.57,2021,3,Thursday
2021-03-25,Students,Students - Residential,9,361,370,2.43,2021,3,Thursday
2021-03-26,Faculty/Staff,Non-Residential,3,74,77,3.9,2021,3,Friday
2021-03-26,Students,Students - Non-Residential,3,518,521,0.58,2021,3,Friday
2021-03-26,Students,Students - Residential,5,239,244,2.05,2021,3,Friday
2021-03-27,Faculty/Staff,Non-Residential,0,39,39,0.0,2021,3,Saturday
2021-03-27,Students,Students - Non-Residential,4,95,99,4.04,2021,3,Saturday
2021-03-27,Students,Students - Residential,4,64,68,5.88,2021,3,Saturday
2021-03-28,Faculty/Staff,Non-Residential,0,21,21,0.0,2021,3,Sunday
2021-03-28,Students,Students - Non-Residential,2,75,77,2.6,2021,3,Sunday
2021-03-28,Students,Students - Residential,0,20,20,0.0,2021,3,Sunday
2021-03-29,Faculty/Staff,Non-Residential,6,91,97,6.19,2021,3,Monday
2021-03-29,Students,Students - Non-Residential,11,1078,1089,1.01,2021,3,Monday
2021-03-29,Students,Students - Residential,17,550,567,3.0,2021,3,Monday
2021-03-30,Faculty/Staff,Non-Residential,1,121,122,0.82,2021,3,Tuesday
2021-03-30,Students,Students - Non-Residential,10,1009,1019,0.98,2021,3,Tuesday
2021-03-30,Students,Students - Residential,19,561,580,3.28,2021,3,Tuesday
2021-03-31,Faculty/Staff,Non-Residential,2,150,152,1.32,2021,3,Wednesday
2021-03-31,Students,Students - Non-Residential,13,908,921,1.41,2021,3,Wednesday
2021-03-31,Students,Students - Residential,11,346,357,3.08,2021,3,Wednesday
2021-04-01,Faculty/Staff,Non-Residential,5,69,74,6.76,2021,4,Thursday
2021-04-01,Students,Students - Non-Residential,9,637,646,1.39,2021,4,Thursday
2021-04-01,Students,Students - Residential,7,339,346,2.02,2021,4,Thursday
2021-04-02,Faculty/Staff,Non-Residential,4,85,89,4.49,2021,4,Friday
2021-04-02,Students,Students - Non-Residential,4,571,575,0.7,2021,4,Friday
2021-04-02,Students,Students - Residential,7,214,221,3.17,2021,4,Friday
2021-04-03,Students,Students - Non-Residential,0,25,25,0.0,2021,4,Saturday
2021-04-03,Students,Students - Residential,2,13,15,13.33,2021,4,Saturday
2021-04-04,Faculty/Staff,Non-Residential,0,15,15,0.0,2021,4,Sunday
2021-04-04,Students,Students - Non-Residential,4,42,46,8.7,2021,4,Sunday
2021-04-04,Students,Students - Residential,4,21,25,16.0,2021,4,Sunday
2021-04-05,Faculty/Staff,Non-Residential,2,167,169,1.18,2021,4,Monday
2021-04-05,Students,Students - Non-Residential,9,1101,1110,0.81,2021,4,Monday
2021-04-05,Students,Students - Residential,10,520,530,1.89,2021,4,Monday
2021-04-06,Faculty/Staff,Non-Residential,1,107,108,0.93,2021,4,Tuesday
2021-04-06,Students,Students - Non-Residential,17,916,933,1.82,2021,4,Tuesday
2021-04-06,Students,Students - Residential,5,527,532,0.94,2021,4,Tuesday
2021-04-07,Faculty/Staff,Non-Residential,4,140,144,2.78,2021,4,Wednesday
2021-04-07,Students,Students - Non-Residential,9,856,865,1.04,2021,4,Wednesday
2021-04-07,Students,Students - Residential,10,314,324,3.09,2021,4,Wednesday
2021-04-08,Faculty/Staff,Non-Residential,3,53,56,5.36,2021,4,Thursday
2021-04-08,Students,Students - Non-Residential,7,600,607,1.15,2021,4,Thursday
2021-04-08,Students,Students - Residential,6,370,376,1.6,2021,4,Thursday
2021-04-09,Faculty/Staff,Non-Residential,0,56,56,0.0,2021,4,Friday
2021-04-09,Students,Students - Non-Residential,5,434,439,1.14,2021,4,Friday
2021-04-09,Students,Students - Residential,3,201,204,1.47,2021,4,Friday
2021-04-10,Faculty/Staff,Non-Residential,1,35,36,2.78,2021,4,Saturday
2021-04-10,Students,Students - Non-Residential,2,93,95,2.11,2021,4,Saturday
2021-04-10,Students,Students - Residential,1,53,54,1.85,2021,4,Saturday
2021-04-11,Faculty/Staff,Non-Residential,0,13,13,0.0,2021,4,Sunday
2021-04-11,Students,Students - Non-Residential,1,42,43,2.33,2021,4,Sunday
2021-04-11,Students,Students - Residential,0,17,17,0.0,2021,4,Sunday
2021-04-12,Faculty/Staff,Non-Residential,1,123,124,0.81,2021,4,Monday
2021-04-12,Students,Students - Non-Residential,3,1196,1199,0.25,2021,4,Monday
2021-04-12,Students,Students - Residential,6,508,514,1.17,2021,4,Monday
2021-04-13,Faculty/Staff,Non-Residential,2,103,105,1.9,2021,4,Tuesday
2021-04-13,Students,Students - Non-Residential,5,871,876,0.57,2021,4,Tuesday
2021-04-13,Students,Students - Residential,3,481,484,0.62,2021,4,Tuesday
2021-04-14,Faculty/Staff,Non-Residential,1,134,135,0.74,2021,4,Wednesday
2021-04-14,Students,Students - Non-Residential,1,290,291,0.34,2021,4,Wednesday
2021-04-14,Students,Students - Residential,1,35,36,2.78,2021,4,Wednesday
2021-04-15,Faculty/Staff,Non-Residential,3,97,100,3.0,2021,4,Thursday
2021-04-15,Students,Students - Non-Residential,5,771,776,0.64,2021,4,Thursday
2021-04-15,Students,Students - Residential,3,505,508,0.59,2021,4,Thursday
2021-04-16,Faculty/Staff,Non-Residential,0,63,63,0.0,2021,4,Friday
2021-04-16,Students,Students - Non-Residential,5,449,454,1.1,2021,4,Friday
2021-04-16,Students,Students - Residential,3,191,194,1.55,2021,4,Friday
2021-04-17,Faculty/Staff,Non-Residential,0,2,2,0.0,2021,4,Saturday
2021-04-17,Students,Students - Non-Residential,0,8,8,0.0,2021,4,Saturday
2021-04-17,Students,Students - Residential,1,10,11,9.09,2021,4,Saturday
2021-04-18,Faculty/Staff,Non-Residential,0,11,11,0.0,2021,4,Sunday
2021-04-18,Students,Students - Non-Residential,2,39,41,4.88,2021,4,Sunday
2021-04-18,Students,Students - Residential,1,7,8,12.5,2021,4,Sunday
2021-04-19,Faculty/Staff,Non-Residential,3,102,105,2.86,2021,4,Monday
2021-04-19,Students,Students - Non-Residential,5,981,986,0.51,2021,4,Monday
2021-04-19,Students,Students - Residential,8,487,495,1.62,2021,4,Monday
2021-04-20,Faculty/Staff,Non-Residential,3,93,96,3.12,2021,4,Tuesday
2021-04-20,Students,Students - Non-Residential,10,805,815,1.23,2021,4,Tuesday
2021-04-20,Students,Students - Residential,7,392,399,1.75,2021,4,Tuesday
2021-04-21,Faculty/Staff,Non-Residential,1,159,160,0.62,2021,4,Wednesday
2021-04-21,Students,Students - Non-Residential,6,768,774,0.78,2021,4,Wednesday
2021-04-21,Students,Students - Residential,4,332,336,1.19,2021,4,Wednesday
2021-04-22,Faculty/Staff,Non-Residential,2,63,65,3.08,2021,4,Thursday
2021-04-22,Students,Students - Non-Residential,5,516,521,0.96,2021,4,Thursday
2021-04-22,Students,Students - Residential,5,298,303,1.65,2021,4,Thursday
2021-04-23,Faculty/Staff,Non-Residential,0,40,40,0.0,2021,4,Friday
2021-04-23,Students,Students - Non-Residential,3,362,365,0.82,2021,4,Friday
2021-04-23,Students,Students - Residential,4,150,154,2.6,2021,4,Friday
2021-04-24,Faculty/Staff,Non-Residential,0,4,4,0.0,2021,4,Saturday
2021-04-24,Students,Students - Non-Residential,0,12,12,0.0,2021,4,Saturday
2021-04-24,Students,Students - Residential,0,7,7,0.0,2021,4,Saturday
2021-04-25,Faculty/Staff,Non-Residential,0,16,16,0.0,2021,4,Sunday
2021-04-25,Students,Students - Non-Residential,0,63,63,0.0,2021,4,Sunday
2021-04-25,Students,Students - Residential,0,34,34,0.0,2021,4,Sunday
2021-04-26,Faculty/Staff,Non-Residential,6,124,130,4.62,2021,4,Monday
2021-04-26,Students,Students - Non-Residential,5,1041,1046,0.48,2021,4,Monday
2021-04-26,Students,Students - Residential,5,485,490,1.02,2021,4,Monday
2021-04-27,Faculty/Staff,Non-Residential,2,91,93,2.15,2021,4,Tuesday
2021-04-27,Students,Students - Non-Residential,3,688,691,0.43,2021,4,Tuesday
2021-04-27,Students,Students - Residential,2,387,389,0.51,2021,4,Tuesday
2021-04-28,Faculty/Staff,Non-Residential,1,152,153,0.65,2021,4,Wednesday
2021-04-28,Students,Students - Non-Residential,5,603,608,0.82,2021,4,Wednesday
2021-04-28,Students,Students - Residential,2,298,300,0.67,2021,4,Wednesday
2021-04-29,Faculty/Staff,Non-Residential,6,45,51,11.76,2021,4,Thursday
2021-04-29,Students,Students - Non-Residential,4,378,382,1.05,2021,4,Thursday
2021-04-29,Students,Students - Residential,1,263,264,0.38,2021,4,Thursday
2021-04-30,Faculty/Staff,Non-Residential,4,47,51,7.84,2021,4,Friday
2021-04-30,Students,Students - Non-Residential,1,316,317,0.32,2021,4,Friday
2021-04-30,Students,Students - Residential,2,137,139,1.44,2021,4,Friday
2021-05-01,Faculty/Staff,Non-Residential,1,9,10,10.0,2021,5,Saturday
2021-05-01,Students,Students - Non-Residential,2,39,41,4.88,2021,5,Saturday
2021-05-01,Students,Students - Residential,0,19,19,0.0,2021,5,Saturday
2021-05-02,Faculty/Staff,Non-Residential,0,10,10,0.0,2021,5,Sunday
2021-05-02,Students,Students - Non-Residential,1,45,46,2.17,2021,5,Sunday
2021-05-02,Students,Students - Residential,0,12,12,0.0,2021,5,Sunday
2021-05-03,Faculty/Staff,Non-Residential,2,102,104,1.92,2021,5,Monday
2021-05-03,Students,Students - Non-Residential,1,418,419,0.24,2021,5,Monday
2021-05-03,Students,Students - Residential,0,107,107,0.0,2021,5,Monday
2021-05-04,Faculty/Staff,Non-Residential,1,49,50,2.0,2021,5,Tuesday
2021-05-04,Students,Students - Non-Residential,0,177,177,0.0,2021,5,Tuesday
2021-05-04,Students,Students - Residential,0,82,82,0.0,2021,5,Tuesday
2021-05-05,Faculty/Staff,Non-Residential,2,134,136,1.47,2021,5,Wednesday
2021-05-05,Students,Students - Non-Residential,1,288,289,0.35,2021,5,Wednesday
2021-05-05,Students,Students - Residential,0,85,85,0.0,2021,5,Wednesday
2021-05-06,Faculty/Staff,Non-Residential,4,26,30,13.33,2021,5,Thursday
2021-05-06,Students,Students - Non-Residential,1,134,135,0.74,2021,5,Thursday
2021-05-06,Students,Students - Residential,0,58,58,0.0,2021,5,Thursday
2021-05-07,Faculty/Staff,Non-Residential,0,45,45,0.0,2021,5,Friday
2021-05-07,Students,Students - Non-Residential,1,180,181,0.55,2021,5,Friday
2021-05-07,Students,Students - Residential,0,34,34,0.0,2021,5,Friday
2021-05-08,Faculty/Staff,Non-Residential,0,1,1,0.0,2021,5,Saturday
2021-05-08,Students,Students - Non-Residential,0,5,5,0.0,2021,5,Saturday
2021-05-08,Students,Students - Residential,0,2,2,0.0,2021,5,Saturday
2021-05-09,Faculty/Staff,Non-Residential,0,0,0,,2021,5,Sunday
2021-05-09,Students,Students - Non-Residential,0,13,13,0.0,2021,5,Sunday
2021-05-09,Students,Students - Residential,0,9,9,0.0,2021,5,Sunday
2021-05-10,Faculty/Staff,Non-Residential,1,129,130,0.77,2021,5,Monday
2021-05-10,Students,Students - Non-Residential,0,294,294,0.0,2021,5,Monday
2021-05-10,Students,Students - Residential,0,58,58,0.0,2021,5,Monday
2021-05-11,Faculty/Staff,Non-Residential,2,127,129,1.55,2021,5,Tuesday
2021-05-11,Students,Students - Non-Residential,0,214,214,0.0,2021,5,Tuesday
2021-05-11,Students,Students - Residential,0,60,60,0.0,2021,5,Tuesday
2021-05-12,Faculty/Staff,Non-Residential,1,151,152,0.66,2021,5,Wednesday
2021-05-12,Students,Students - Non-Residential,0,351,351,0.0,2021,5,Wednesday
2021-05-12,Students,Students - Residential,1,51,52,1.92,2021,5,Wednesday
2021-05-13,Faculty/Staff,Non-Residential,0,34,34,0.0,2021,5,Thursday
2021-05-13,Students,Students - Non-Residential,1,89,90,1.11,2021,5,Thursday
2021-05-13,Students,Students - Residential,0,42,42,0.0,2021,5,Thursday
2021-05-14,Faculty/Staff,Non-Residential,0,46,46,0.0,2021,5,Friday
2021-05-14,Students,Students - Non-Residential,0,115,115,0.0,2021,5,Friday
2021-05-14,Students,Students - Residential,0,15,15,0.0,2021,5,Friday
2021-05-15,Faculty/Staff,Non-Residential,0,2,2,0.0,2021,5,Saturday
2021-05-15,Students,Students - Non-Residential,0,13,13,0.0,2021,5,Saturday
2021-05-15,Students,Students - Residential,0,1,1,0.0,2021,5,Saturday
2021-05-16,Faculty/Staff,Non-Residential,0,32,32,0.0,2021,5,Sunday
2021-05-16,Students,Students - Non-Residential,0,85,85,0.0,2021,5,Sunday
2021-05-16,Students,Students - Residential,0,37,37,0.0,2021,5,Sunday
2021-05-17,Faculty/Staff,Non-Residential,4,120,124,3.23,2021,5,Monday
2021-05-17,Students,Students - Non-Residential,2,158,160,1.25,2021,5,Monday
2021-05-17,Students,Students - Residential,0,43,43,0.0,2021,5,Monday
2021-05-18,Faculty/Staff,Non-Residential,2,66,68,2.94,2021,5,Tuesday
2021-05-18,Students,Students - Non-Residential,0,137,137,0.0,2021,5,Tuesday
2021-05-18,Students,Students - Residential,0,11,11,0.0,2021,5,Tuesday
2021-05-19,Faculty/Staff,Non-Residential,2,89,91,2.2,2021,5,Wednesday
2021-05-19,Students,Students - Non-Residential,1,169,170,0.59,2021,5,Wednesday
2021-05-19,Students,Students - Residential,0,2,2,0.0,2021,5,Wednesday
2021-05-20,Faculty/Staff,Non-Residential,1,30,31,3.23,2021,5,Thursday
2021-05-20,Students,Students - Non-Residential,0,131,131,0.0,2021,5,Thursday
2021-05-20,Students,Students - Residential,0,4,4,0.0,2021,5,Thursday
2021-05-21,Faculty/Staff,Non-Residential,0,45,45,0.0,2021,5,Friday
2021-05-21,Students,Students - Non-Residential,1,54,55,1.82,2021,5,Friday
2021-05-21,Students,Students - Residential,0,43,43,0.0,2021,5,Friday
2021-05-22,Faculty/Staff,Non-Residential,0,1,1,0.0,2021,5,Saturday
2021-05-22,Students,Students - Non-Residential,0,3,3,0.0,2021,5,Saturday
2021-05-23,Faculty/Staff,Non-Residential,0,14,14,0.0,2021,5,Sunday
2021-05-23,Students,Students - Non-Residential,0,18,18,0.0,2021,5,Sunday
2021-05-23,Students,Students - Residential,0,13,13,0.0,2021,5,Sunday
2021-05-24,Faculty/Staff,Non-Residential,2,92,94,2.13,2021,5,Monday
2021-05-24,Students,Students - Non-Residential,1,92,93,1.08,2021,5,Monday
2021-05-24,Students,Students - Residential,0,46,46,0.0,2021,5,Monday
2021-05-25,Faculty/Staff,Non-Residential,0,62,62,0.0,2021,5,Tuesday
2021-05-25,Students,Students - Non-Residential,0,121,121,0.0,2021,5,Tuesday
2021-05-25,Students,Students - Residential,1,19,20,5.0,2021,5,Tuesday
2021-05-26,Faculty/Staff,Non-Residential,2,97,99,2.02,2021,5,Wednesday
2021-05-26,Students,Students - Non-Residential,1,59,60,1.67,2021,5,Wednesday
2021-05-26,Students,Students - Residential,0,4,4,0.0,2021,5,Wednesday
2021-05-27,Faculty/Staff,Non-Residential,0,20,20,0.0,2021,5,Thursday
2021-05-27,Students,Students - Non-Residential,0,67,67,0.0,2021,5,Thursday
2021-05-27,Students,Students - Residential,0,5,5,0.0,2021,5,Thursday
2021-05-28,Faculty/Staff,Non-Residential,0,31,31,0.0,2021,5,Friday
2021-05-28,Students,Students - Non-Residential,0,10,10,0.0,2021,5,Friday
2021-05-28,Students,Students - Residential,0,1,1,0.0,2021,5,Friday
2021-05-29,Faculty/Staff,Non-Residential,0,1,1,0.0,2021,5,Saturday
2021-05-29,Students,Students - Non-Residential,0,2,2,0.0,2021,5,Saturday
2021-05-30,Faculty/Staff,Non-Residential,0,4,4,0.0,2021,5,Sunday
2021-05-30,Students,Students - Non-Residential,0,17,17,0.0,2021,5,Sunday
2021-05-30,Students,Students - Residential,0,9,9,0.0,2021,5,Sunday
2021-05-31,Faculty/Staff,Non-Residential,0,1,1,0.0,2021,5,Monday
2021-05-31,Students,Students - Non-Residential,0,0,0,,2021,5,Monday
2021-06-01,Faculty/Staff,Non-Residential,0,57,57,0.0,2021,6,Tuesday
2021-06-01,Students,Students - Non-Residential,0,156,156,0.0,2021,6,Tuesday
2021-06-01,Students,Students - Residential,0,51,51,0.0,2021,6,Tuesday
2021-06-02,Faculty/Staff,Non-Residential,0,29,29,0.0,2021,6,Wednesday
2021-06-02,Students,Students - Non-Residential,0,56,56,0.0,2021,6,Wednesday
2021-06-02,Students,Students - Residential,0,14,14,0.0,2021,6,Wednesday
2021-06-03,Faculty/Staff,Non-Residential,1,22,23,4.35,2021,6,Thursday
2021-06-03,Students,Students - Non-Residential,0,119,119,0.0,2021,6,Thursday
2021-06-03,Students,Students - Residential,0,49,49,0.0,2021,6,Thursday
2021-06-04,Faculty/Staff,Non-Residential,0,32,32,0.0,2021,6,Friday
2021-06-04,Students,Students - Non-Residential,0,28,28,0.0,2021,6,Friday
2021-06-04,Students,Students - Residential,0,10,10,0.0,2021,6,Friday
2021-06-05,Faculty/Staff,Non-Residential,0,4,4,0.0,2021,6,Saturday
2021-06-05,Students,Students - Non-Residential,0,6,6,0.0,2021,6,Saturday
2021-06-05,Students,Students - Residential,0,4,4,0.0,2021,6,Saturday
2021-06-06,Students,Students - Non-Residential,0,1,1,0.0,2021,6,Sunday
2021-06-07,Faculty/Staff,Non-Residential,1,33,34,2.94,2021,6,Monday
2021-06-07,Students,Students - Non-Residential,1,38,39,2.56,2021,6,Monday
2021-06-07,Students,Students - Residential,0,9,9,0.0,2021,6,Monday
2021-06-08,Faculty/Staff,Non-Residential,0,35,35,0.0,2021,6,Tuesday
2021-06-08,Students,Students - Non-Residential,0,133,133,0.0,2021,6,Tuesday
2021-06-08,Students,Students - Residential,0,48,48,0.0,2021,6,Tuesday
2021-06-09,Faculty/Staff,Non-Residential,0,32,32,0.0,2021,6,Wednesday
2021-06-09,Students,Students - Non-Residential,0,58,58,0.0,2021,6,Wednesday
2021-06-09,Students,Students - Residential,0,8,8,0.0,2021,6,Wednesday
2021-06-10,Faculty/Staff,Non-Residential,0,12,12,0.0,2021,6,Thursday
2021-06-10,Students,Students - Non-Residential,0,90,90,0.0,2021,6,Thursday
2021-06-10,Students,Students - Residential,0,41,41,0.0,2021,6,Thursday
2021-06-11,Faculty/Staff,Non-Residential,1,27,28,3.57,2021,6,Friday
2021-06-11,Students,Students - Non-Residential,0,18,18,0.0,2021,6,Friday
2021-06-11,Students,Students - Residential,0,4,4,0.0,2021,6,Friday
2021-06-12,Students,Students - Non-Residential,0,1,1,0.0,2021,6,Saturday
2021-06-13,Faculty/Staff,Non-Residential,1,0,1,100.0,2021,6,Sunday
2021-06-14,Faculty/Staff,Non-Residential,0,31,31,0.0,2021,6,Monday
2021-06-14,Students,Students - Non-Residential,0,46,46,0.0,2021,6,Monday
2021-06-14,Students,Students - Residential,0,15,15,0.0,2021,6,Monday
2021-06-15,Faculty/Staff,Non-Residential,0,25,25,0.0,2021,6,Tuesday
2021-06-15,Students,Students - Non-Residential,0,107,107,0.0,2021,6,Tuesday
2021-06-15,Students,Students - Residential,0,53,53,0.0,2021,6,Tuesday
2021-06-16,Faculty/Staff,Non-Residential,3,20,23,13.04,2021,6,Wednesday
2021-06-16,Students,Students - Non-Residential,2,59,61,3.28,2021,6,Wednesday
2021-06-16,Students,Students - Residential,0,11,11,0.0,2021,6,Wednesday
2021-06-17,Faculty/Staff,Non-Residential,0,10,10,0.0,2021,6,Thursday
2021-06-17,Students,Students - Non-Residential,0,88,88,0.0,2021,6,Thursday
2021-06-17,Students,Students - Residential,0,51,51,0.0,2021,6,Thursday
2021-06-18,Faculty/Staff,Non-Residential,1,20,21,4.76,2021,6,Friday
2021-06-18,Students,Students - Non-Residential,1,13,14,7.14,2021,6,Friday
2021-06-18,Students,Students - Residential,0,2,2,0.0,2021,6,Friday
2021-06-19,Faculty/Staff,Non-Residential,0,1,1,0.0,2021,6,Saturday
2021-06-19,Students,Students - Non-Residential,0,3,3,0.0,2021,6,Saturday
2021-06-20,Faculty/Staff,Non-Residential,0,1,1,0.0,2021,6,Sunday
2021-06-20,Students,Students - Non-Residential,0,1,1,0.0,2021,6,Sunday
2021-06-20,Students,Students - Residential,0,2,2,0.0,2021,6,Sunday
2021-06-21,Faculty/Staff,Non-Residential,1,22,23,4.35,2021,6,Monday
2021-06-21,Students,Students - Non-Residential,0,43,43,0.0,2021,6,Monday
2021-06-21,Students,Students - Residential,0,15,15,0.0,2021,6,Monday
2021-06-22,Faculty/Staff,Non-Residential,3,17,20,15.0,2021,6,Tuesday
2021-06-22,Students,Students - Non-Residential,0,118,118,0.0,2021,6,Tuesday
2021-06-22,Students,Students - Residential,0,47,47,0.0,2021,6,Tuesday
2021-06-23,Faculty/Staff,Non-Residential,2,20,22,9.09,2021,6,Wednesday
2021-06-23,Students,Students - Non-Residential,1,77,78,1.28,2021,6,Wednesday
2021-06-23,Students,Students - Residential,0,19,19,0.0,2021,6,Wednesday
2021-06-24,Faculty/Staff,Non-Residential,1,18,19,5.26,2021,6,Thursday
2021-06-24,Students,Students - Non-Residential,0,98,98,0.0,2021,6,Thursday
2021-06-24,Students,Students - Residential,0,52,52,0.0,2021,6,Thursday
2021-06-25,Faculty/Staff,Non-Residential,4,24,28,14.29,2021,6,Friday
2021-06-25,Students,Students - Non-Residential,1,8,9,11.11,2021,6,Friday
2021-06-25,Students,Students - Residential,0,0,0,,2021,6,Friday
2021-06-26,Faculty/Staff,Non-Residential,0,1,1,0.0,2021,6,Saturday
2021-06-26,Students,Students - Non-Residential,0,1,1,0.0,2021,6,Saturday
2021-06-27,Students,Students - Non-Residential,0,7,7,0.0,2021,6,Sunday
2021-06-27,Students,Students - Residential,0,4,4,0.0,2021,6,Sunday
2021-06-28,Faculty/Staff,Non-Residential,0,17,17,0.0,2021,6,Monday
2021-06-28,Students,Students - Non-Residential,0,36,36,0.0,2021,6,Monday
2021-06-28,Students,Students - Residential,0,11,11,0.0,2021,6,Monday
2021-06-29,Faculty/Staff,Non-Residential,2,29,31,6.45,2021,6,Tuesday
2021-06-29,Students,Students - Non-Residential,0,118,118,0.0,2021,6,Tuesday
2021-06-29,Students,Students - Residential,0,42,42,0.0,2021,6,Tuesday
2021-06-30,Faculty/Staff,Non-Residential,3,17,20,15.0,2021,6,Wednesday
2021-06-30,Students,Students - Non-Residential,1,91,92,1.09,2021,6,Wednesday
2021-06-30,Students,Students - Residential,0,21,21,0.0,2021,6,Wednesday
2021-07-01,Faculty/Staff,Non-Residential,1,23,24,4.17,2021,7,Thursday
2021-07-01,Students,Students - Non-Residential,0,79,79,0.0,2021,7,Thursday
2021-07-01,Students,Students - Residential,0,48,48,0.0,2021,7,Thursday
2021-07-02,Faculty/Staff,Non-Residential,0,19,19,0.0,2021,7,Friday
2021-07-02,Students,Students - Non-Residential,1,5,6,16.67,2021,7,Friday
2021-07-04,Faculty/Staff,Non-Residential,0,2,2,0.0,2021,7,Sunday
2021-07-05,Faculty/Staff,Non-Residential,0,4,4,0.0,2021,7,Monday
