Date,Type,residence,Positive,Negative,Total_Tests,Positive_Rate,Year,Month,Weekday
2021-07-05,Students,Students - Non-Residential,0,2,2,0.0,2021,7,Monday
2021-07-06,Faculty/Staff,Non-Residential,4,33,37,10.81,2021,7,Tuesday
2021-07-06,Students,Students - Non-Residential,1,20,21,4.76,2021,7,Tuesday
2021-07-06,Students,Students - Residential,1,18,19,5.26,2021,7,Tuesday
2021-07-07,Faculty/Staff,Non-Residential,2,36,38,5.26,2021,7,Wednesday
2021-07-07,Students,Students - Non-Residential,1,96,97,1.03,2021,7,Wednesday
2021-07-07,Students,Students - Residential,0,20,20,0.0,2021,7,Wednesday
2021-07-08,Faculty/Staff,Non-Residential,1,35,36,2.78,2021,7,Thursday
2021-07-08,Students,Students - Non-Residential,1,66,67,1.49,2021,7,Thursday
2021-07-08,Students,Students - Residential,0,33,33,0.0,2021,7,Thursday
2021-07-09,Faculty/Staff,Non-Residential,1,23,24,4.17,2021,7,Friday
2021-07-09,Students,Students - Non-Residential,0,35,35,0.0,2021,7,Friday
2021-07-09,Students,Students - Residential,0,14,14,0.0,2021,7,Friday
2021-07-10,Faculty/Staff,Non-Residential,0,0,0,,2021,7,Saturday
2021-07-10,Students,Students - Non-Residential,0,1,1,0.0,2021,7,Saturday
2021-07-11,Faculty/Staff,Non-Residential,0,1,1,0.0,2021,7,Sunday
2021-07-11,Students,Students - Non-Residential,0,1,1,0.0,2021,7,Sunday
2021-07-12,Faculty/Staff,Non-Residential,3,34,37,8.11,2021,7,Monday
2021-07-12,Students,Students - Non-Residential,0,38,38,0.0,2021,7,Monday
2021-07-12,Students,Students - Residential,0,16,16,0.0,2021,7,Monday
2021-07-13,Faculty/Staff,Non-Residential,3,33,36,8.33,2021,7,Tuesday
2021-07-13,Students,Students - Non-Residential,1,89,90,1.11,2021,7,Tuesday
2021-07-13,Students,Students - Residential,0,38,38,0.0,2021,7,Tuesday
2021-07-14,Faculty/Staff,Non-Residential,5,26,31,16.13,2021,7,Wednesday
2021-07-14,Students,Students - Non-Residential,0,88,88,0.0,2021,7,Wednesday
2021-07-14,Students,Students - Residential,0,23,23,0.0,2021,7,Wednesday
2021-07-15,Faculty/Staff,Non-Residential,1,34,35,2.86,2021,7,Thursday
2021-07-15,Students,Students - Non-Residential,0,75,75,0.0,2021,7,Thursday
2021-07-15,Students,Students - Residential,0,37,37,0.0,2021,7,Thursday
2021-07-16,Faculty/Staff,Non-Residential,5,32,37,13.51,2021,7,Friday
2021-07-16,Students,Students - Non-Residential,0,27,27,0.0,2021,7,Friday
2021-07-16,Students,Students - Residential,0,6,6,0.0,2021,7,Friday
2021-07-17,Faculty/Staff,Non-Residential,0,5,5,0.0,2021,7,Saturday
2021-07-17,Students,Students - Non-Residential,0,3,3,0.0,2021,7,Saturday
2021-07-18,Faculty/Staff,Non-Residential,0,2,2,0.0,2021,7,Sunday
2021-07-19,Faculty/Staff,Non-Residential,5,53,58,8.62,2021,7,Monday
2021-07-19,Students,Students - Non-Residential,1,50,51,1.96,2021,7,Monday
2021-07-19,Students,Students - Residential,0,19,19,0.0,2021,7,Monday
2021-07-20,Faculty/Staff,Non-Residential,9,50,59,15.25,2021,7,Tuesday
2021-07-20,Students,Students - Non-Residential,2,94,96,2.08,2021,7,Tuesday
2021-07-20,Students,Students - Residential,0,34,34,0.0,2021,7,Tuesday
2021-07-21,Faculty/Staff,Non-Residential,7,43,50,14.0,2021,7,Wednesday
2021-07-21,Students,Students - Non-Residential,0,87,87,0.0,2021,7,Wednesday
2021-07-21,Students,Students - Residential,0,28,28,0.0,2021,7,Wednesday
2021-07-22,Faculty/Staff,Non-Residential,11,46,57,19.3,2021,7,Thursday
2021-07-22,Students,Students - Non-Residential,2,73,75,2.67,2021,7,Thursday
2021-07-22,Students,Students - Residential,0,55,55,0.0,2021,7,Thursday
2021-07-23,Faculty/Staff,Non-Residential,5,47,52,9.62,2021,7,Friday
2021-07-23,Students,Students - Non-Residential,0,26,26,0.0,2021,7,Friday
2021-07-23,Students,Students - Residential,0,50,50,0.0,2021,7,Friday
2021-07-24,Faculty/Staff,Non-Residential,0,4,4,0.0,2021,7,Saturday
2021-07-24,Students,Students - Non-Residential,0,5,5,0.0,2021,7,Saturday
2021-07-24,Students,Students - Residential,0,1,1,0.0,2021,7,Saturday
2021-07-25,Faculty/Staff,Non-Residential,1,2,3,33.33,2021,7,Sunday
2021-07-25,Students,Students - Non-Residential,0,1,1,0.0,2021,7,Sunday
2021-07-26,Faculty/Staff,Non-Residential,17,46,63,26.98,2021,7,Monday
2021-07-26,Students,Students - Non-Residential,0,48,48,0.0,2021,7,Monday
2021-07-26,Students,Students - Residential,1,20,21,4.76,2021,7,Monday
2021-07-27,Faculty/Staff,Non-Residential,9,69,78,11.54,2021,7,Tuesday
2021-07-27,Students,Students - Non-Residential,4,80,84,4.76,2021,7,Tuesday
2021-07-27,Students,Students - Residential,1,30,31,3.23,2021,7,Tuesday
2021-07-28,Faculty/Staff,Non-Residential,11,66,77,14.29,2021,7,Wednesday
2021-07-28,Students,Students - Non-Residential,3,82,85,3.53,2021,7,Wednesday
2021-07-28,Students,Students - Residential,1,19,20,5.0,2021,7,Wednesday
2021-07-29,Faculty/Staff,Non-Residential,4,50,54,7.41,2021,7,Thursday
2021-07-29,Students,Students - Non-Residential,3,62,65,4.62,2021,7,Thursday
2021-07-29,Students,Students - Residential,0,24,24,0.0,2021,7,Thursday
2021-07-30,Faculty/Staff,Non-Residential,5,48,53,9.43,2021,7,Friday
2021-07-30,Students,Students - Non-Residential,0,16,16,0.0,2021,7,Friday
2021-07-30,Students,Students - Residential,1,2,3,33.33,2021,7,Friday
2021-07-31,Faculty/Staff,Non-Residential,2,6,8,25.0,2021,7,Saturday
2021-07-31,Students,Students - Non-Residential,0,3,3,0.0,2021,7,Saturday
2021-08-01,Faculty/Staff,Non-Residential,0,4,4,0.0,2021,8,Sunday
2021-08-01,Students,Students - Non-Residential,0,1,1,0.0,2021,8,Sunday
2021-08-02,Faculty/Staff,Non-Residential,7,75,82,8.54,2021,8,Monday
2021-08-02,Students,Students - Non-Residential,5,45,50,10.0,2021,8,Monday
2021-08-02,Students,Students - Residential,1,12,13,7.69,2021,8,Monday
2021-08-03,Faculty/Staff,Non-Residential,16,97,113,14.16,2021,8,Tuesday
2021-08-03,Students,Students - Non-Residential,2,69,71,2.82,2021,8,Tuesday
2021-08-03,Students,Students - Residential,0,19,19,0.0,2021,8,Tuesday
2021-08-04,Faculty/Staff,Non-Residential,6,66,72,8.33,2021,8,Wednesday
2021-08-04,Students,Students - Non-Residential,3,73,76,3.95,2021,8,Wednesday
2021-08-04,Students,Students - Residential,1,13,14,7.14,2021,8,Wednesday
2021-08-05,Faculty/Staff,Non-Residential,6,73,79,7.59,2021,8,Thursday
2021-08-05,Students,Students - Non-Residential,1,74,75,1.33,2021,8,Thursday
2021-08-05,Students,Students - Residential,1,23,24,4.17,2021,8,Thursday
2021-08-06,Faculty/Staff,Non-Residential,10,74,84,11.9,2021,8,Friday
2021-08-06,Students,Students - Non-Residential,1,21,22,4.55,2021,8,Friday
2021-08-06,Students,Students - Residential,0,2,2,0.0,2021,8,Friday
2021-08-07,Faculty/Staff,Non-Residential,1,6,7,14.29,2021,8,Saturday
2021-08-07,Students,Students - Non-Residential,0,13,13,0.0,2021,8,Saturday
2021-08-07,Students,Students - Residential,0,86,86,0.0,2021,8,Saturday
2021-08-08,Faculty/Staff,Non-Residential,3,9,12,25.0,2021,8,Sunday
2021-08-08,Students,Students - Non-Residential,0,20,20,0.0,2021,8,Sunday
2021-08-08,Students,Students - Residential,1,73,74,1.35,2021,8,Sunday
2021-08-09,Faculty/Staff,Non-Residential,9,104,113,7.96,2021,8,Monday
2021-08-09,Students,Students - Non-Residential,1,71,72,1.39,2021,8,Monday
2021-08-09,Students,Students - Residential,0,94,94,0.0,2021,8,Monday
2021-08-10,Faculty/Staff,Non-Residential,16,82,98,16.33,2021,8,Tuesday
2021-08-10,Students,Students - Non-Residential,3,49,52,5.77,2021,8,Tuesday
2021-08-10,Students,Students - Residential,0,33,33,0.0,2021,8,Tuesday
2021-08-11,Faculty/Staff,Non-Residential,6,85,91,6.59,2021,8,Wednesday
2021-08-11,Students,Students - Non-Residential,4,78,82,4.88,2021,8,Wednesday
2021-08-11,Students,Students - Residential,0,26,26,0.0,2021,8,Wednesday
2021-08-12,Faculty/Staff,Non-Residential,10,65,75,13.33,2021,8,Thursday
2021-08-12,Students,Students - Non-Residential,2,51,53,3.77,2021,8,Thursday
2021-08-12,Students,Students - Residential,0,31,31,0.0,2021,8,Thursday
2021-08-13,Faculty/Staff,Non-Residential,3,72,75,4.0,2021,8,Friday
2021-08-13,Students,Students - Non-Residential,2,41,43,4.65,2021,8,Friday
2021-08-13,Students,Students - Residential,0,77,77,0.0,2021,8,Friday
2021-08-14,Faculty/Staff,Non-Residential,1,11,12,8.33,2021,8,Saturday
2021-08-14,Students,Students - Non-Residential,1,2,3,33.33,2021,8,Saturday
2021-08-15,Faculty/Staff,Non-Residential,2,11,13,15.38,2021,8,Sunday
2021-08-15,Students,Students - Non-Residential,1,14,15,6.67,2021,8,Sunday
2021-08-15,Students,Students - Residential,1,215,216,0.46,2021,8,Sunday
